case_id,organ_type,scenario_family,model_success,failure_type,selection_made,all_ten_states_exact,all_ten_evidence_sets_exact,reference_temporary_hold_count,reference_review_required_count,baseline_primary,baseline_backup,reference_primary,reference_backup,reference_primary_baseline_rank,candidate_pool_difficulty,guarded_primary,guarded_backup,baseline_top1_conformant,guarded_top1_conformant,baseline_top2_set_conformant,guarded_top2_set_conformant,baseline_primary_unsafe,guarded_primary_unsafe,guarded_backup_unsafe,unsafe_or_missing_primary,unsafe_or_missing_backup,appropriate_override,missed_hold,false_override,unsafe_introduction,changed_primary
0b7fca0549ec5a6b,kidney,top1_negated_or_resolved,True,,True,True,False,1,3,304409,304406,304409,304406,1,no_primary_displacement,304409,304406,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0c1ddbcafaa47c08,kidney,top1_temporary_hold,True,,True,True,False,3,2,302706,302708,302708,302705,2,one_position_displacement,302708,302705,False,True,False,True,True,False,False,False,False,True,False,False,False,True
0c3d0c3eacd173d9,heart,top1_negated_or_resolved,True,,True,True,False,3,5,325701,325705,325701,325705,1,no_primary_displacement,325701,325705,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0c4a5480f437ca75,heart,top1_temporary_hold,True,,True,True,False,1,3,327310,327307,327307,327309,2,one_position_displacement,327307,327309,False,True,False,True,True,False,False,False,False,True,False,False,False,True
0c64327d73986f19,heart,top1_eligible,False,LLMOutputSchemaError,False,False,False,2,2,329005,329003,329005,329003,1,no_primary_displacement,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False
0d2ea9a10ff87462,lung,top1_temporary_hold,True,,True,True,False,1,1,336405,336403,336403,336409,2,one_position_displacement,336403,336409,False,True,False,True,True,False,False,False,False,True,False,False,False,True
0d35f21495ceb278,heart,top1_eligible,True,,True,False,False,2,2,325305,325301,325305,325306,1,no_primary_displacement,325305,325306,True,True,False,True,False,False,False,False,False,False,False,False,False,False
0d770c6a0656de20,kidney,top2_temporary_hold,False,LLMOutputSchemaError,False,False,False,3,4,301410,301408,301407,301406,3,multiple_position_displacement,,,False,False,False,False,True,False,False,True,True,False,True,False,False,False
0dcb2e5197e2ebe3,kidney,top1_negated_or_resolved,True,,True,True,False,1,2,306010,306006,306010,306003,1,no_primary_displacement,306010,306003,True,True,False,True,False,False,False,False,False,False,False,False,False,False
0debdbfda32e62f0,heart,top1_negated_or_resolved,True,,True,True,False,2,3,325810,325806,325810,325806,1,no_primary_displacement,325810,325806,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0dff3a18d8686e16,liver,top1_negated_or_resolved,True,,True,True,False,1,3,311307,311302,311307,311302,1,no_primary_displacement,311307,311302,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0e9a007f3f89e624,kidney,top1_eligible,True,,True,True,False,2,1,307906,307905,307906,307905,1,no_primary_displacement,307906,307905,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0e9e693cdce6d53a,heart,top1_review_required,True,,True,True,False,2,2,328809,328803,328809,328803,1,no_primary_displacement,328809,328803,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0eab93aceb52b6e4,lung,non_top1_temporary_hold,True,,True,True,False,2,1,331203,331209,331203,331209,1,no_primary_displacement,331203,331209,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0eabfe24b675c0f8,heart,non_top1_temporary_hold,True,,True,True,True,3,5,329503,329508,329503,329508,1,no_primary_displacement,329503,329508,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0ef601986de6f733,kidney,top1_negated_or_resolved,True,,True,True,False,2,3,303205,303204,303205,303204,1,no_primary_displacement,303205,303204,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0f1aadb7d4e5c960,liver,top1_negated_or_resolved,True,,True,True,False,2,3,315105,315109,315105,315109,1,no_primary_displacement,315105,315109,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0fa2f1062bf56dc2,heart,top1_temporary_hold,True,,True,True,True,3,3,322309,322306,322306,322307,2,one_position_displacement,322306,322307,False,True,False,True,True,False,False,False,False,True,False,False,False,True
104b483d45972433,heart,top1_negated_or_resolved,True,,True,True,False,2,4,320706,320704,320706,320704,1,no_primary_displacement,320706,320704,True,True,True,True,False,False,False,False,False,False,False,False,False,False
11af93b3a514170b,kidney,non_top1_temporary_hold,False,LLMOutputSchemaError,False,False,False,4,2,308403,308406,308403,308406,1,no_primary_displacement,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False
12f1d808ef63da5b,kidney,top1_review_required,True,,True,True,False,0,5,300710,300709,300710,300709,1,no_primary_displacement,300710,300709,True,True,True,True,False,False,False,False,False,False,False,False,False,False
140507c6d108a7da,kidney,top1_review_required,True,,True,True,False,3,3,301308,301305,301308,301305,1,no_primary_displacement,301308,301305,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1489d7fb0abcc539,kidney,top2_temporary_hold,True,,True,True,False,3,2,303801,303810,303803,303807,3,multiple_position_displacement,303803,303807,False,True,False,True,True,False,False,False,False,True,False,False,False,True
164bd7133fc5efd2,liver,top1_negated_or_resolved,True,,True,True,False,2,2,312303,312306,312303,312306,1,no_primary_displacement,312303,312306,True,True,True,True,False,False,False,False,False,False,False,False,False,False
168a40ec3f90d320,heart,top1_eligible,True,,True,True,False,1,3,321205,321208,321205,321208,1,no_primary_displacement,321205,321208,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1841413300003353,kidney,top2_temporary_hold,True,,True,False,False,3,1,309402,309406,309407,309405,3,multiple_position_displacement,309407,309405,False,True,False,True,True,False,False,False,False,True,False,False,False,True
18d17dd5a846302f,lung,top1_temporary_hold,False,LLMOutputSchemaError,False,False,False,5,1,330306,330310,330310,330309,2,one_position_displacement,,,False,False,False,False,True,False,False,True,True,False,True,False,False,False
19120974229ef0a6,lung,top1_eligible,True,,True,True,False,2,3,337705,337702,337705,337702,1,no_primary_displacement,337705,337702,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1931a6ab53470373,heart,top1_temporary_hold,True,,True,True,False,3,2,324403,324402,324402,324409,2,one_position_displacement,324402,324409,False,True,False,True,True,False,False,False,False,True,False,False,False,True
1ac17b6e8bf59d7a,kidney,non_top1_temporary_hold,True,,True,True,False,2,1,306101,306103,306101,306103,1,no_primary_displacement,306101,306103,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1b08df8d67e14687,lung,top1_temporary_hold,True,,True,False,False,4,2,333901,333908,333908,333910,2,one_position_displacement,333908,333910,False,True,False,True,True,False,False,False,False,True,False,False,False,True
1b1f508b9a3d88ca,lung,top1_review_required,True,,True,True,False,4,2,332604,332607,332604,332606,1,no_primary_displacement,332604,332606,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1b4ded495c39fca1,heart,top1_review_required,False,LLMOutputSchemaError,False,False,False,3,3,326801,326810,326801,326810,1,no_primary_displacement,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False
1d429613f4b95474,kidney,top1_eligible,True,,True,True,False,1,2,304504,304502,304504,304502,1,no_primary_displacement,304504,304502,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1e2bd170eeb79a7b,lung,top1_negated_or_resolved,True,,True,True,False,1,3,331808,331807,331808,331807,1,no_primary_displacement,331808,331807,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1ed53e7b4ac0a2cb,kidney,top1_eligible,True,,True,True,False,1,4,305503,305505,305503,305505,1,no_primary_displacement,305503,305505,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1fefd3270d2b295c,heart,top1_review_required,True,,True,True,False,2,2,322901,322907,322901,322909,1,no_primary_displacement,322901,322909,True,True,False,True,False,False,False,False,False,False,False,False,False,False
20581275aeba5eee,liver,top2_temporary_hold,True,,True,True,False,5,3,317805,317804,317806,317803,3,multiple_position_displacement,317806,317803,False,True,False,True,True,False,False,False,False,True,False,False,False,True
20b69ae7d8d69714,lung,top1_negated_or_resolved,True,,True,True,False,2,1,339007,339010,339007,339010,1,no_primary_displacement,339007,339010,True,True,True,True,False,False,False,False,False,False,False,False,False,False
20cef6a5dc905105,lung,top1_temporary_hold,True,,True,True,False,2,3,336108,336105,336105,336103,2,one_position_displacement,336105,336103,False,True,False,True,True,False,False,False,False,True,False,False,False,True
22d58f684b14e6a0,liver,top1_negated_or_resolved,False,LLMOutputSchemaError,False,False,False,2,3,311404,311402,311404,311402,1,no_primary_displacement,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False
22fee1d9e72e936d,liver,top1_review_required,True,,True,True,False,3,4,318710,318705,318710,318705,1,no_primary_displacement,318710,318705,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2365c64e7f9aba0c,liver,top1_review_required,True,,True,True,True,2,2,315008,315004,315008,315005,1,no_primary_displacement,315008,315005,True,True,False,True,False,False,False,False,False,False,False,False,False,False
23b14deffb80c7b3,heart,top1_negated_or_resolved,True,,True,True,False,3,5,325410,325408,325410,325404,1,no_primary_displacement,325410,325404,True,True,False,True,False,False,False,False,False,False,False,False,False,False
23f221290d1efea3,heart,top1_negated_or_resolved,True,,True,True,False,1,3,322408,322401,322408,322404,1,no_primary_displacement,322408,322404,True,True,False,True,False,False,False,False,False,False,False,False,False,False
2501dfb208542898,kidney,top1_review_required,True,,True,True,False,1,5,303703,303708,303703,303710,1,no_primary_displacement,303703,303710,True,True,False,True,False,False,False,False,False,False,False,False,False,False
25395c5cba9978a7,liver,top1_negated_or_resolved,True,,True,True,False,2,2,318608,318602,318608,318602,1,no_primary_displacement,318608,318602,True,True,True,True,False,False,False,False,False,False,False,False,False,False
25bec9a8b3b93bef,kidney,top1_temporary_hold,True,,True,True,False,1,4,305006,305005,305005,305002,2,one_position_displacement,305005,305002,False,True,False,True,True,False,False,False,False,True,False,False,False,True
2747eda6e300a69e,lung,top1_review_required,True,,True,True,False,1,3,333508,333509,333508,333509,1,no_primary_displacement,333508,333509,True,True,True,True,False,False,False,False,False,False,False,False,False,False
277ce50e182091ba,kidney,top1_eligible,True,,True,True,False,2,4,307501,307510,307501,307510,1,no_primary_displacement,307501,307510,True,True,True,True,False,False,False,False,False,False,False,False,False,False
285697d821f4d451,kidney,top1_negated_or_resolved,True,,True,True,False,0,2,300503,300505,300503,300505,1,no_primary_displacement,300503,300505,True,True,True,True,False,False,False,False,False,False,False,False,False,False
28f13ccc9b800ebb,lung,top1_review_required,True,,True,True,False,3,2,331906,331905,331906,331908,1,no_primary_displacement,331906,331908,True,True,False,True,False,False,False,False,False,False,False,False,False,False
2908234be042f96e,heart,top1_temporary_hold,True,,True,True,False,1,3,320109,320101,320101,320104,2,one_position_displacement,320101,320104,False,True,False,True,True,False,False,False,False,True,False,False,False,True
2a1fb9ae3ff76567,heart,top1_review_required,True,,True,True,False,1,3,324208,324204,324208,324204,1,no_primary_displacement,324208,324204,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2abe1cb0336e58f0,heart,top1_temporary_hold,True,,True,True,False,2,3,320601,320610,320610,320605,2,one_position_displacement,320610,320605,False,True,False,True,True,False,False,False,False,True,False,False,False,True
2ac8bfeffd2315a7,kidney,top1_temporary_hold,True,,True,True,False,1,4,304809,304801,304801,304807,2,one_position_displacement,304801,304807,False,True,False,True,True,False,False,False,False,True,False,False,False,True
2c697ced856ccad2,heart,top1_review_required,True,,True,True,True,2,1,328203,328208,328203,328206,1,no_primary_displacement,328203,328206,True,True,False,True,False,False,False,False,False,False,False,False,False,False
2ca45a9a23e80cf0,heart,top1_review_required,False,LLMOutputSchemaError,False,False,False,2,3,325107,325110,325107,325110,1,no_primary_displacement,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False
2cf54b0d5d9a6ecd,liver,top1_eligible,True,,True,True,False,1,2,319906,319902,319906,319902,1,no_primary_displacement,319906,319902,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2de4ff29b58c3d8a,lung,top1_eligible,True,,True,True,False,3,2,339602,339609,339602,339606,1,no_primary_displacement,339602,339606,True,True,False,True,False,False,False,False,False,False,False,False,False,False
2de81015f6e1e130,lung,top1_eligible,True,,True,True,False,1,1,334208,334210,334208,334210,1,no_primary_displacement,334208,334210,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3071cea59fafc630,liver,top1_review_required,True,,True,True,False,1,3,315701,315706,315701,315706,1,no_primary_displacement,315701,315706,True,True,True,True,False,False,False,False,False,False,False,False,False,False
310c00059b22c9ed,lung,non_top1_temporary_hold,True,,True,True,False,2,2,330806,330804,330806,330805,1,no_primary_displacement,330806,330805,True,True,False,True,False,False,False,False,False,False,False,False,False,False
3237bab8d927d6ed,kidney,top1_eligible,True,,True,False,False,2,3,302307,302310,302307,302310,1,no_primary_displacement,302307,302310,True,True,True,True,False,False,False,False,False,False,False,False,False,False
336b2bbec6f0b735,kidney,top1_negated_or_resolved,True,,True,True,False,2,3,307801,307803,307801,307806,1,no_primary_displacement,307801,307806,True,True,False,True,False,False,False,False,False,False,False,False,False,False
33c89fb3d2f729f4,liver,top1_review_required,False,LLMOutputSchemaError,False,False,False,4,1,310808,310802,310808,310809,1,no_primary_displacement,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False
33c8bca178e5be7e,kidney,top1_review_required,True,,True,True,False,0,3,303301,303310,303301,303310,1,no_primary_displacement,303301,303310,True,True,True,True,False,False,False,False,False,False,False,False,False,False
355c9b185e36608a,heart,top1_review_required,True,,True,True,False,3,3,327906,327905,327906,327905,1,no_primary_displacement,327906,327905,True,True,True,True,False,False,False,False,False,False,False,False,False,False
35b7af691d2414fc,heart,top1_review_required,True,,True,True,False,2,2,321708,321702,321708,321704,1,no_primary_displacement,321708,321704,True,True,False,True,False,False,False,False,False,False,False,False,False,False
369ea9f639ee914c,liver,top1_eligible,True,,True,True,False,0,4,313107,313102,313107,313102,1,no_primary_displacement,313107,313102,True,True,True,True,False,False,False,False,False,False,False,False,False,False
36a63cbaf7c26260,kidney,top1_temporary_hold,True,,True,True,False,3,2,305608,305603,305603,305601,2,one_position_displacement,305603,305601,False,True,False,True,True,False,False,False,False,True,False,False,False,True
3710045763d7e553,liver,top2_temporary_hold,True,,True,True,False,3,1,314901,314903,314902,314907,3,multiple_position_displacement,314902,314907,False,True,False,True,True,False,False,False,False,True,False,False,False,True
371416aa459583a9,liver,top1_eligible,True,,True,True,False,2,4,316401,316402,316401,316402,1,no_primary_displacement,316401,316402,True,True,True,True,False,False,False,False,False,False,False,False,False,False
37901bebd5985d0b,kidney,non_top1_temporary_hold,True,,True,True,True,3,2,301204,301207,301204,301207,1,no_primary_displacement,301204,301207,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3804c4b041154af1,heart,top1_negated_or_resolved,True,,True,True,False,1,2,327807,327806,327807,327806,1,no_primary_displacement,327807,327806,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3805a42792844d79,heart,top1_negated_or_resolved,True,,True,True,False,3,2,329204,329201,329204,329205,1,no_primary_displacement,329204,329205,True,True,False,True,False,False,False,False,False,False,False,False,False,False
3876acd626ee977e,kidney,top1_eligible,True,,True,True,False,2,2,304706,304709,304706,304709,1,no_primary_displacement,304706,304709,True,True,True,True,False,False,False,False,False,False,False,False,False,False
39ac1f68bfb0d2ac,lung,top1_temporary_hold,True,,True,True,False,3,1,331303,331307,331307,331304,2,one_position_displacement,331307,331304,False,True,False,True,True,False,False,False,False,True,False,False,False,True
3a05c37af872e842,heart,top1_eligible,True,,True,True,False,2,1,322804,322810,322804,322810,1,no_primary_displacement,322804,322810,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3a05cc87d4687094,liver,top1_eligible,True,,True,True,False,1,1,316002,316005,316002,316005,1,no_primary_displacement,316002,316005,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3a71e69183884cb9,kidney,top1_negated_or_resolved,True,,True,True,False,2,3,304910,304903,304910,304903,1,no_primary_displacement,304910,304903,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3a86e00f387b7d8f,lung,top1_review_required,True,,True,False,False,1,2,333006,333003,333006,333003,1,no_primary_displacement,333006,333003,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3a9df4566eaa49c4,kidney,top1_review_required,True,,True,True,False,0,3,308308,308309,308308,308309,1,no_primary_displacement,308308,308309,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3bc23440d5e8e1c6,liver,top1_temporary_hold,True,,True,False,False,3,1,313204,313205,313205,313201,2,one_position_displacement,313205,313201,False,True,False,True,True,False,False,False,False,True,False,False,False,True
3d7f8e8fe1ac20db,heart,top1_eligible,True,,True,True,False,0,4,328702,328703,328702,328703,1,no_primary_displacement,328702,328703,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3e14ddce068cea63,kidney,top1_eligible,True,,True,True,False,0,3,302608,302607,302608,302607,1,no_primary_displacement,302608,302607,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3e5fe1cca0ee21cb,liver,top1_review_required,True,,True,True,False,0,4,318204,318208,318204,318208,1,no_primary_displacement,318204,318208,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3e9ceb338cc4aa91,lung,top1_negated_or_resolved,True,,True,True,False,2,3,330501,330507,330501,330507,1,no_primary_displacement,330501,330507,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3fcfdfe78266f3ff,heart,top1_eligible,True,,True,True,False,1,4,324108,324104,324108,324104,1,no_primary_displacement,324108,324104,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3fdfd68d87863e8a,kidney,top2_temporary_hold,True,,True,True,False,4,2,304204,304201,304206,304207,3,multiple_position_displacement,304206,304207,False,True,False,True,True,False,False,False,False,True,False,False,False,True
401936edc5a8485f,liver,top1_temporary_hold,False,LLMOutputSchemaError,False,False,False,2,4,318806,318804,318804,318803,2,one_position_displacement,,,False,False,False,False,True,False,False,True,True,False,True,False,False,False
40ebc21cf33f5b17,lung,top1_negated_or_resolved,True,,True,True,False,2,1,335310,335305,335310,335305,1,no_primary_displacement,335310,335305,True,True,True,True,False,False,False,False,False,False,False,False,False,False
418c59c349cbd735,liver,top1_eligible,True,,True,True,False,1,3,311106,311108,311106,311108,1,no_primary_displacement,311106,311108,True,True,True,True,False,False,False,False,False,False,False,False,False,False
42195f0aa9d2f4bc,lung,top1_eligible,True,,True,True,False,1,3,334603,334607,334603,334607,1,no_primary_displacement,334603,334607,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4236499cc4eda9cf,kidney,top1_negated_or_resolved,True,,True,True,False,1,3,305407,305409,305407,305409,1,no_primary_displacement,305407,305409,True,True,True,True,False,False,False,False,False,False,False,False,False,False
42e21c24fa1f64ad,kidney,top1_temporary_hold,True,,True,True,False,3,3,302507,302504,302504,302505,2,one_position_displacement,302504,302505,False,True,False,True,True,False,False,False,False,True,False,False,False,True
432521b589d7f792,liver,top1_negated_or_resolved,True,,True,True,False,2,3,315206,315208,315206,315208,1,no_primary_displacement,315206,315208,True,True,True,True,False,False,False,False,False,False,False,False,False,False
43af29f8c3491b66,heart,top1_eligible,True,,True,True,False,1,1,324907,324910,324907,324910,1,no_primary_displacement,324907,324910,True,True,True,True,False,False,False,False,False,False,False,False,False,False
45e77f53bf07ce5d,kidney,top1_temporary_hold,True,,True,True,True,3,2,304003,304007,304007,304002,2,one_position_displacement,304007,304002,False,True,False,True,True,False,False,False,False,True,False,False,False,True
461aac788c7e5a90,heart,top1_review_required,True,,True,True,False,1,4,329910,329901,329910,329908,1,no_primary_displacement,329910,329908,True,True,False,True,False,False,False,False,False,False,False,False,False,False
4711f31830229f11,lung,top1_negated_or_resolved,True,,True,True,False,1,1,337803,337809,337803,337809,1,no_primary_displacement,337803,337809,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4718a2466309e9c3,lung,top1_negated_or_resolved,True,,True,True,False,0,2,337105,337109,337105,337109,1,no_primary_displacement,337105,337109,True,True,True,True,False,False,False,False,False,False,False,False,False,False
47d30614705a7d28,lung,top1_eligible,True,,True,True,False,0,2,333803,333801,333803,333801,1,no_primary_displacement,333803,333801,True,True,True,True,False,False,False,False,False,False,False,False,False,False
47d5ef638c2df235,liver,top1_negated_or_resolved,True,,True,True,False,0,2,312103,312107,312103,312107,1,no_primary_displacement,312103,312107,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4a5eb9e1b8ed562c,kidney,top1_negated_or_resolved,True,,True,True,False,3,2,308606,308610,308606,308602,1,no_primary_displacement,308606,308602,True,True,False,True,False,False,False,False,False,False,False,False,False,False
4a95420684848271,liver,top1_eligible,True,,True,True,False,2,3,310203,310207,310203,310202,1,no_primary_displacement,310203,310202,True,True,False,True,False,False,False,False,False,False,False,False,False,False
4abb8198b0997317,kidney,top1_review_required,True,,True,True,False,0,1,308704,308709,308704,308709,1,no_primary_displacement,308704,308709,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4c1adefbf2b1cefd,liver,top2_temporary_hold,True,,True,True,False,3,4,316207,316201,316203,316204,3,multiple_position_displacement,316203,316204,False,True,False,True,True,False,False,False,False,True,False,False,False,True
4c4dad1878822487,lung,top1_negated_or_resolved,True,,True,True,False,0,4,339403,339405,339403,339405,1,no_primary_displacement,339403,339405,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4c524625b7605d62,heart,top1_temporary_hold,True,,True,True,True,3,5,321302,321301,321301,321304,2,one_position_displacement,321301,321304,False,True,False,True,True,False,False,False,False,True,False,False,False,True
4e695843df1b2a5f,lung,top1_review_required,True,,True,True,False,3,2,334110,334106,334110,334106,1,no_primary_displacement,334110,334106,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4e9d8db0f9859f59,lung,top1_review_required,True,,True,True,False,3,1,337605,337606,337605,337606,1,no_primary_displacement,337605,337606,True,True,True,True,False,False,False,False,False,False,False,False,False,False
514fa67cac5d8ba5,liver,top1_review_required,True,,True,True,False,2,2,310907,310903,310907,310909,1,no_primary_displacement,310907,310909,True,True,False,True,False,False,False,False,False,False,False,False,False,False
52684d8fdad96375,lung,top2_temporary_hold,True,,True,True,False,3,1,335910,335905,335902,335909,3,multiple_position_displacement,335902,335909,False,True,False,True,True,False,False,False,False,True,False,False,False,True
526c01ec45fa7141,lung,top1_negated_or_resolved,True,,True,False,False,3,2,338602,338601,338602,338601,1,no_primary_displacement,338602,338601,True,True,True,True,False,False,False,False,False,False,False,False,False,False
52921399f9c75ec2,heart,top1_review_required,False,LLMOutputSchemaError,False,False,False,4,3,325602,325609,325602,325601,1,no_primary_displacement,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False
52e05f45e93bd431,heart,top2_temporary_hold,True,,True,True,True,5,2,327704,327703,327708,327706,3,multiple_position_displacement,327708,327706,False,True,False,True,True,False,False,False,False,True,False,False,False,True
5349c86bd9bc9fb2,lung,top1_negated_or_resolved,True,,True,True,False,1,6,339705,339702,339705,339703,1,no_primary_displacement,339705,339703,True,True,False,True,False,False,False,False,False,False,False,False,False,False
55b82d5766a36def,heart,top1_temporary_hold,True,,True,True,False,2,2,330008,330002,330002,330010,2,one_position_displacement,330002,330010,False,True,False,True,True,False,False,False,False,True,False,False,False,True
5704f4470f890fc9,heart,top1_review_required,True,,True,True,True,1,3,327009,327004,327009,327004,1,no_primary_displacement,327009,327004,True,True,True,True,False,False,False,False,False,False,False,False,False,False
570ea48e76748a97,heart,top2_temporary_hold,True,,True,False,False,4,2,320502,320510,320508,320506,3,multiple_position_displacement,320508,320506,False,True,False,True,True,False,False,False,False,True,False,False,False,True
59176e251e893ffd,liver,top1_negated_or_resolved,True,,True,True,False,4,2,311606,311605,311606,311605,1,no_primary_displacement,311606,311605,True,True,True,True,False,False,False,False,False,False,False,False,False,False
5a8e46012f70285d,kidney,top1_negated_or_resolved,True,,True,True,False,4,1,307104,307105,307104,307108,1,no_primary_displacement,307104,307108,True,True,False,True,False,False,False,False,False,False,False,False,False,False
